C=C1CCCC1CCO  Topo1-44bridge
C=CC(CC)CN=C(C)F  FC2
CC#CC(C=O)(CC(C)=CC(CC)C(C)=CC=C(C)N)N=C(C)CC#CC#N  Intramol
CC(=CCC#N)C1CC=CC=CC1N  Intramol
CC12CCC(C)(O1)C(=CCCN)C2  Intramol
CC12CN(CO1)C(=N)C2CN  Intramol
CC1C2CC3C(O)C2C13  Topo1-44fuse
CCCCN  Intramol
CCN  Intramol
C#CC#CCC(C)=C(C(=C)C(=C)C(=C)C=CC#C)C(C#CC)CC(C)=CC(CC)C(C)NCC(C#C)C=C  Too big
C#CC#CCC(C)=C(C(=C)C(=C)C(=C)CCC#C)C(C#CC)CC(C)=CC(CC)C(C)=NCC(C#C)C=C  Too big
C#CC#CCC(C)=C1C(=C)C(=C)C(C=CC#C)=C=C(C(=CC(CC)C(C)=CCC(C#C)C=C)CC)C1C#CC  Too big
C#CC#CCC(C)=C1C(=C)C(=C)C(C=CC#C)=C=C(C(=CC(CC)C(C)=CCC(C#C)C=C)CO)C1C#CC  Too big
C#CC#CCC(C)=C1C(=C)C(=C)C(C=CC#C)=C=C(C(C)=C(C)C(CC)C(C)=CCC(C#C)C=C)C1C#CCC  Too big
C#CC#CCC(C)=C1C(=C)C(=C)C(C=CC#C)=C=C(C(C)=CC(CC)C(C)=CCC(C#C)C=C)C1C#CCC  Too big
C#CC(=C)C(C)(C(=O)CC)C(C)(O)C1=CCCC(=O)C1C(C)(C(=C)C)C12CCC(=C)C(OC1C#N)C2C  Too big
C#CC(C)C(C)(C(=O)CC)C(C)(O)C1=CCCC(=O)C1C(C)(C(=C)C)C12CCC(=C)C(OC1C#N)C2C  Too big
C#CC=CC(=CCNC)C(N)C=C  Intramol
C=C1C2CN(CCN3C(=O)C=C(CCC4(CC)COCCOC4O)C13)C(C)CO2  Hemiacetal
C=C1CC(C)=C(C(N)C(OC)C2CCNC2)C1  Intramol
C=C1CC2CC3C(O)C=CCC2(CN)C13  Intramol
CC(C)(N)COC=CCC#N  Intramol
CC1C2=C(CN)C=C(CCOC2)C1O  Intramol
CC1C2C=CCCC(C=C2C#N)C1N  Intramol
CCC#CCN  Intramol
N#CCCN  Intramol
C#CC#CCC(C)=C(C(=C)C(=C)C(=C)C=CC#C)C(C#CC)C1CC(=CCC(C#C)C=C)C(CC)C=C1CC  Too big
C#CC(N)C1=C(CC)C(CC)=CC1CC#N  Intramol
C#CC=C(C)C(=CCC12CC(NCC#C)C3CC1(C#C)C(C)(CC)C(C)(O2)C3N)C(=C)C=C  Intramol
C#CCC(N)C(=C)C  Intramol
C=C(C)C(=CC)C(C)=CC(=O)F  FC2
C=C(C)C(C)(CC12CCC(CC)C(NC1C=N)C2C)C1NN2CC1C2=O  Polycyclic1
C=C1C2CC(C)CC(C(CN)C2)C1C  Intramol
C=C1C2CC(CCN3C(=O)C=C(C=CC4(CC)COCCOC4N)C13)C(C)CN2  Intramol
C=C1C2CC(CCN3C(=O)C=C(CCC4(CC)COCCOC4N)C13)C(C)CN2  Intramol
C=C1C2CC(CCN3C(=O)N=C(CCC4(CC)COCCOC4N)C13)C(C)CN2  Intramol
C=C1C2CC(CCN3C(=O)NC(CCC4(CC)COCCOC4N)C13)C(C)CN2  Intramol
C=C1C2CC1C(C(C)(CC13CCC(CC)C(NC1CN)C3C)C(=C)C)N2  Intramol
C=C1C2CCCC(C(CN)C2)C1C  Intramol
C=C1C=CC=CCC1(CN)C(C)=CC  Intramol
C=C1C=CC=CNC1(C#N)C(C)N  Intramol
C=CCC=CC(=C)C=O  Intramol
C=CCN  Intramol
CC1=C(C2OC3CCC(=C2C=O)C3)CC(=O)O1  Intramol
CC=C(C)C1(C#N)CC=CC=CC1N  Intramol
CCC1(N(C)C)C=CCCNC12C1C=CC(F)NC(C3=CCCOC3CCCO)(C1)C2(C)C#N  FC1
O=CC#CCCO  Intramol
C#CC(=C)C(C)(C(=O)C1=CCC(=O)C1C)C(O)O  Hemiacetal
C#CC(C=C)CC=C1CC(C(C#CC)C(C=CC2(C)CC(=C)C2)=C(C)CC#CC)C(C)=CC1CN  Intramol
C#CC1CC2C(CC)CCC1(CC(C)(C(=C)C)C1NN3CC1C3=O)C2C  Polycyclic1
C#CC=C(C)C(=CCC12CC(CNCC#C)C3CC1(C=C)C(C)(CC)C(O)(O2)C3=C)C(=C)C=C  Hemiacetal
C#CC=C(C)C(=CCC12CC(N)C3CC(C=CCC)(C1)C(C)(CC)C(C)(O2)C3=C)C(=C)C=C  Intramol
C#CC=C(C)C(=CCC12CC(N)C3CC1(C=CCC)C(C)(CC)C(C)(O2)C3=C)C(=C)C=C  Intramol
C#CC=C(O)C(=CCC12CN(N)C3CC1(C=CCC)C(C)(CC)C(N)(O2)C3=C)C(=C)C=C  Intramol
C#CCC(C)(C(=O)C1=CCC(=O)C1C)C(O)O  Hemiacetal
C=C(C)C=C(C=CC=CC)CC(C)N  Intramol
C=C1C2CC(C=CC3C(=O)C(CCC4CCC5(CC(C)(C(=C)C)C6NC7CC6C7=O)CCC4C5C)=CC13)C(C)CN2  Too big
C=CC=O  Intramol
CC#CCN  Intramol
CC=CCN  Intramol
C#CC#CC#CC=CCC(=C)C1(C)C2C3CC(C3=O)N2N2C3CCCC1(C3=C)C2C#N  Polycyclic1
C#CC(=C=C)CC=C1CC(C(C#CC)C(C(=C)C(=C)C(=C)C=CCCC)=C(C)CC#CC#N)C(C)=CC1=CC  Too big
C#CC(=C=C)CC=C1CC(C(C#CC)C(C(=C)C(=C)C(=C)C=CCCC)=C(C)CC#CC#N)C(C)CCC1=CC  Too big
C#CC(C=C)CC=C1CC(C(C#CC)C(C(=C)C(=C)C(=C)C=CCCC)=C(C)CC#CC#N)C(C)=CC1=CC  Too big
C#CC=CCC(=C)C(C)(C1NC2CC1C2=C)C12C(C#N)NC(CCC1C1C(C#C)CNC1C#C)C2N  Intramol
C#CCC1C2OCOC3CC2C2C(C)=C(C)C(C2N)C31CO  Intramol
C#CCC1N2OCOC3CC2C2C(=C)C(C(C)=C2C)C31CO  Polycyclic1
C1C2C3CC4C1C1C2CC4C31  Non-planar graph (Boyes)
C=C(C)CC(C)C(N)C(C)C(=C)CC  Intramol
C=C1C(=CC)CC2CC1CC1C(=O)C3C4CCOC(O)C(C4)NCC3C1C2=C  Hemiacetal
C=C1C2C=CCN3C(C)C2C(C)C13F  FC1
C=C1C2CC3(COC1C3C)C(C)(C1OC3(C(NC)C(C)(CNC)C(=C)C)CC1C3=O)C(C)(C(C)C(C)=O)O2  Too big
C=C1C2CC3(COC1C3C)C(C)(C1OC3(C(NC)C(C)(CNC)C(=C)C)CC1C3=O)C(F)(C(C)C(C)=O)O2  FC1
C=C1C2CC3(N)CC(=C)N2CC13  Intramol
C=C1C2CC3C(N)CC2(C)C13  Intramol
C=C1CC2(N)C3CC1C2C3=C  Intramol
CC(C)(C)C=CCC#CCCN  Intramol
CCCN  Intramol
CCN  Intramol
CN  Intramol
CN(C)C(C)(CCN)C1OC2CC1(C)C2  Intramol
